Ragione Sociale,Rank2019,Rank2018,Prod2019,Prod2018,Utile19,Utile18,Debt19,Debt18
FCA ITALY SPA,1,1,29.392.602,25.153.398,27.794.600,-384.219,-1.258.899,-528.882,2.002.625
